Asin,UserName,Rating,Subject,ReviewDate,Review
8129137429,Manikandan P,5.0 out of 5 stars,"







  
  
    good one
  
",Reviewed in India on 16 October 2015,"









  
  
    
  Thanq

  
"
8129137429,Sabyasachi roy,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 27 September 2015,"









  
  
    
  Love yaa

  
"
8129137429,indranil kesh,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 28 May 2016,"









  
  
    
  good

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    THIS BOOK IS OKAY BUT PUBLISHER I DON'T LIKE IT.
  
",Reviewed in India on 17 November 2015,"









  
  
    
  THIS BOOK IS OKAY BUT PUBLISHER I DON'T LIKE IT ... IT'S REALLY F...K MAN AND HALF PAGES ARE BLANK COLOURED

  
"
8129137429,shweta gupta,1.0 out of 5 stars,"







  
  
    Sheer disappointment.. not expected out of the writer
  
",Reviewed in India on 14 November 2016,"









  
  
    
  Sheer disappointment..not expected out of the writer.....

  
"
8129137429,ROHITASH SINGH RAWAT,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 7 March 2016,"









  
  
    
  Nice Novel

  
"
8129137429,kuldeep singh rajput,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 1 November 2015,"









  
  
    
  Making India awesome available very cheap rate..superb

  
"
8129137429,Parthiban,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 30 January 2017,"









  
  
    
  Book looks like a old copy, and paper quality is also not good.

  
"
8129137429,manoj jain,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 22 January 2017,"









  
  
    
  Book was a little damaged when delivered

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 23 December 2015,"









  
  
    
  Nice book

  
"
8129137429,VENKATARATNAM GAREKAPATI,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 18 September 2015,"









  
  
    
  ok

  
"
8129137429,Nishant Kumar,5.0 out of 5 stars,"







  
  
    Marvellous!!
  
",Reviewed in India on 22 September 2015,"









  
  
    
  It's a great book. I would recommend everyone to go through this book...who loves our country.

  
"
8129137429,Santhosh,5.0 out of 5 stars,"







  
  
    Best book
  
",Reviewed in India on 11 August 2018,"









  
  
    
  Nice one

  
"
8129137429,gomathiev,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 20 October 2015,"









  
  
    
  an very good attempt to make india awesome

  
"
8129137429,Pushpak Vanjari,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 14 November 2015,"









  
  
    
  Good Book. Quality is also good!

  
"
8129137429,Amol D.,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 24 November 2016,"









  
  
    
  Product is absolutely great, Just one star down cause Amazon service.

  
"
8129137429,Sagar Patil,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 27 October 2015,"









  
  
    
  I don't know why he writes such books

  
"
8129137429,sanjib mal,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 7 August 2016,"









  
  
    
  Excellent book

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    not readed yet but expect to find something good
  
",Reviewed in India on 6 August 2016,"









  
  
    
  new something by chetan bhagat , not readed yet but expect to find something good

  
"
8129137429,NITIN K.,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 4 January 2016,"









  
  
    
  good

  
"
8129137429,Vikash Kumar Roy,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 20 July 2016,"









  
  
    
  Gud

  
"
8129137429,Arunava,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 February 2016,"









  
  
    
  Must read!

  
"
8129137429,Varun,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 30 September 2015,"









  
  
    
  Very nicely written...core issues adressed with proper root cause analysis.

  
"
8129137429,Subash Sahoo,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 25 September 2015,"









  
  
    
  Excellent one

  
"
8129137429,shiv raj suman,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 20 January 2017,"









  
  
    
  good experience.....

  
"
8129137429,V Srinivasan,5.0 out of 5 stars,"







  
  
    Awesome Reading
  
",Reviewed in India on 23 September 2015,"









  
  
    
  Glad I received almost on the date of release. Good and enjoyable.

  
"
8129137429,divya mahajan,3.0 out of 5 stars,"







  
  
    Not as expected...
  
",Reviewed in India on 1 October 2015,"









  
  
    
  Not as expected from chetan bhagat.Sir leave nach baliye or this kind of thing doesn't suit you.

  
"
8129137429,MILIND MURUMKAR,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 17 September 2015,"









  
  
    
  Tthis is ok ............unlike to the Awsome writing of Chetan....

  
"
8129137429,Alok,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 21 November 2015,"









  
  
    
  Good book

  
"
8129137429,Sankar Chakraborty,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 10 May 2016,"









  
  
    
  Nice One :)

  
"
8129137429,NANDAGOPALAN,5.0 out of 5 stars,"







  
  
    Made me awesome :-)
  
",Reviewed in India on 9 October 2015,"









  
  
    
  Another power pack from Chetan . Expecting more from you

  
"
8129137429,Sandip,5.0 out of 5 stars,"







  
  
    Awesome
  
",Reviewed in India on 21 October 2016,"









  
  
    
  Really awesome.

  
"
8129137429,AMIT SAHOO,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 23 September 2015,"









  
  
    
  Prompt delivery...but paper quality not good

  
"
8129137429,Rajat Nayak,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 14 October 2015,"









  
  
    
  Good Product

  
"
8129137429,ANURAG TRIPATHY,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 29 February 2016,"









  
  
    
  Got this book at very low price at 35.00.Thanks Amazon.

  
"
8129137429,Rangan,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 8 October 2015,"









  
  
    
  Good book

  
"
8129137429,S Sreekanth,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 6 November 2015,"









  
  
    
  Not as expected.

  
"
8129137429,ANIKET KUMAR,1.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 28 November 2015,"









  
  
    
  its a very boring essay book, better to read The Hindu Editorial

  
"
8129137429,OM PRAKASH,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 3 January 2017,"









  
  
    
  good

  
"
8129137429,ALPHA ZEUS,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 16 January 2018,"









  
  
    
  Worst ever. No broad minded thoughts and is a bad influence

  
"
8129137429,Prince Mishra,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 December 2015,"









  
  
    
  AWESOME BOOK I GOT THIS BOOK @ JUST 35..LOVE IT

  
"
8129137429,Sanjay,4.0 out of 5 stars,"







  
  
    nice
  
",Reviewed in India on 27 December 2015,"









  
  
    
  It's quite different.. But a Successful step towards the Indian society to change something

  
"
8129137429,Moh,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 14 September 2015,"









  
  
    
  Good

  
"
8129137429,Harshavi Gupta ,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 18 September 2016,"









  
  
    
  good condition

  
"
8129137429,mohad arif,5.0 out of 5 stars,"







  
  
    awesome book
  
",Reviewed in India on 17 November 2015,"









  
  
    
  its really a fantastic book.

  
"
8129137429,abhishek g raj,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 1 October 2015,"









  
  
    
  It is a nice book!!!!¡!!!!!!!!!!

  
"
8129137429,Indu gupta,5.0 out of 5 stars,"







  
  
    free
  
",Reviewed in India on 17 October 2015,"









  
  
    
  Got this book free.

  
"
8129137429,RahmanNek,5.0 out of 5 stars,"







  
  
    worth for money
  
",Reviewed in India on 31 October 2016,"









  
  
    
  Great

  
"
8129137429,Alok Ray,5.0 out of 5 stars,"







  
  
    Nice
  
",Reviewed in India on 21 November 2015,"









  
  
    
  Good to know more things.Must buy

  
"
8129137429,Chandramani Piyush,3.0 out of 5 stars,"







  
  
    writing on concurrent situation is nice stuff for us
  
",Reviewed in India on 7 December 2015,"









  
  
    
  Genuiness in writing. Besides novel, writing on concurrent situation is nice stuff for us.

  
"
8129137429,SHUBHAM GAUR,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 16 December 2017,"









  
  
    
  Love it..

  
"
8129137429,k sai phanendra,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 28 December 2015,"









  
  
    
  it was okay.... not so great

  
"
8129137429,Dhruv K.,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 11 January 2016,"









  
  
    
  Yes..

  
"
8129137429,Sunil TS,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 5 January 2016,"









  
  
    
  Good

  
"
8129137429,rajesh.g.m,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 9 April 2017,"









  
  
    
  Good book

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 8 September 2016,"









  
  
    
  Pages were worst & half pages were missing

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    worst paper quality
  
",Reviewed in India on 6 November 2015,"









  
  
    
  Don't buy this book. Worst paper quality.I don't expect this from amazon 😐

  
"
8129137429,BANNTI,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 October 2016,"









  
  
    
  VERY NICE

  
"
8129137429,deepa,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 3 November 2015,"









  
  
    
  Good

  
"
8129137429,venu kancheti,3.0 out of 5 stars,"







  
  
    Poor paper quality
  
",Reviewed in India on 12 October 2015,"









  
  
    
  Book cover is very nice to see.but poor paper quality

  
"
8129137429,madhu kumar,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 10 December 2015,"









  
  
    
  good

  
"
8129137429,manish sharma,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 26 July 2016,"









  
  
    
  average

  
"
8129137429,DILWAR HOSSAIN,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 22 September 2015,"









  
  
    
  not bad..

  
"
8129137429,Jay,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 27 October 2015,"









  
  
    
  Fake stats and cheap quality of pages

  
"
8129137429,mohiddin,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 27 October 2015,"









  
  
    
  Nice Book

  
"
8129137429,Muneesh KP,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 11 February 2016,"









  
  
    
  original

  
"
8129137429,Karthik,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 7 December 2015,"









  
  
    
  Not fulfilled the expectations.

  
"
8129137429,Mohit Singla,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 24 February 2016,"









  
  
    
  Very nice book.

  
"
8129137429,Narendra,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 18 September 2015,"









  
  
    
  Just money making

  
"
8129137429,subramaniam,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 30 September 2015,"









  
  
    
  good book, written lucidly and purposive

  
"
8129137429,raj,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 16 September 2015,"









  
  
    
  Personally I hate this book!

  
"
8129137429,rishav jangra,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 6 February 2016,"









  
  
    
  totally based on politics and i hate politics..

  
"
8129137429,Rahul,4.0 out of 5 stars,"







  
  
    Awesome
  
",Reviewed in India on 24 August 2016,"









  
  
    
  It's a really good book about politics and conditions of our country.Bt I'm not yet read full book.

  
"
8129137429,vijay,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 22 November 2015,"









  
  
    
  Good

  
"
8129137429,FrogMan,1.0 out of 5 stars,"







  
  
    poor page quality
  
",Reviewed in India on 2 December 2015,"









  
  
    
  Poor paper you won't be able to read the book with such a poor quality paper

  
"
8129137429,Anuj Singh,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 23 September 2016,"









  
  
    
  Awesome book, focused on our societal issuesmust read

  
"
8129137429,MOUMITA HAZRA,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 7 October 2015,"









  
  
    
  BOOK IS GR8...........

  
"
8129137429,anil,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 4 December 2015,"









  
  
    
  good product

  
"
8129137429,rajshri math,5.0 out of 5 stars,"







  
  
    Heavenly gift for women, all women must read and ...
  
",Reviewed in India on 30 January 2016,"









  
  
    
  Heavenly gift for women,all women must read and realize it.Thanks a lot 😊 Mr Chetan.

  
"
8129137429,DB,4.0 out of 5 stars,"







  
  
    Must read.
  
",Reviewed in India on 21 February 2016,"









  
  
    
  Once again great book by Mr. Chetan Bhagat.

  
"
8129137429,renu kumari,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 3 October 2015,"









  
  
    
  good book and awesome stories

  
"
8129137429,Anshuman,1.0 out of 5 stars,"







  
  
    Enjoyed reading this book.
  
",Reviewed in India on 20 March 2016,"









  
  
    
  Enjoyed reading this book. Chetan shared his view. Now the  N n n n n n n n n n

  
"
8129137429,Mathew Lazar,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 17 November 2015,"









  
  
    
  Average book.

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 15 February 2016,"









  
  
    
  It is a political analysis

  
"
8129137429,LAXMAN PRASAD GUPTA,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 6 November 2015,"









  
  
    
  All must read this book which offers solutions for most of India's problems.

  
"
8129137429,pranay,5.0 out of 5 stars,"







  
  
    best
  
",Reviewed in India on 20 October 2016,"









  
  
    
  love it

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    A must read Awesome book and awesome delivery
  
",Reviewed in India on 5 February 2016,"









  
  
    
  A must readAwesome book and awesome delivery

  
"
8129137429,Rejish,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 11 November 2016,"









  
  
    
  Worth the read...!!!

  
"
8129137429,Hardik Savaliya,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 21 December 2015,"









  
  
    
  worst product

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 November 2015,"









  
  
    
  Best quality

  
"
8129137429,PRITISH KUMAR SAHOO,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 28 October 2015,"









  
  
    
  rocks chetan

  
"
8129137429,Hilarious Pompous,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 3 November 2015,"









  
  
    
  Awesome job chetan sir has done.

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Review
  
",Reviewed in India on 30 January 2016,"









  
  
    
  The outside of the cover pages were dirty and folded. Looks like second had book.

  
"
8129137429,Babu.K,4.0 out of 5 stars,"







  
  
    TO BE READ BOOK
  
",Reviewed in India on 21 September 2015,"









  
  
    
  It is an awesome book every body should read it

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 4 July 2016,"









  
  
    
  Excellent and realistic.

  
"
8129137429,Sudarsan Biswas,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 21 September 2015,"









  
  
    
  Nice read

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 25 November 2015,"









  
  
    
  Chetan bhagat always comes wid something interesting....Waiting fr his nxt 1...

  
"
8129137429,Brijesh Raychanda,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 3 October 2015,"









  
  
    
  Nice book...

  
"
8129137429,Deepak,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 28 December 2015,"









  
  
    
  Don't buy

  
"
8129137429,Devesh jain,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 16 October 2015,"









  
  
    
  Book is awesome and packing is very nice..

  
"
8129137429,Kindle_Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 9 December 2015,"









  
  
    
  good

  
"
8129137429,praveen,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 18 October 2015,"









  
  
    
  Nice book

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    helpful for country knowledge!.
  
",Reviewed in India on 18 April 2017,"









  
  
    
  Awesome i.e chetan bhagat

  
"
8129137429,Ranjan Sutar,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 9 November 2015,"









  
  
    
  Price shown less but  price deducted more.

  
"
8129137429,Muralidhar Behera,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 November 2015,"









  
  
    
  Gud one.

  
"
8129137429,Ritika,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 15 October 2015,"









  
  
    
  A good collection of essays but solutions suggested by author is little less practical.

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Make you feels Indian!! Proud to be Indian ...
  
",Reviewed in India on 11 December 2015,"









  
  
    
  Make you feels Indian !!Proud to be Indian.

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 9 October 2015,"









  
  
    
  This book must be included in the syllabus of college students.

  
"
8129137429,sarayu,5.0 out of 5 stars,"







  
  
    Just hit it ! Amazing read at an affordable price
  
",Reviewed in India on 21 September 2015,"









  
  
    
  Just hit it ! Amazing read at an affordable price

  
"
8129137429,Dukhahran Sharma,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 October 2015,"









  
  
    
  Very nice book of CB

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Awesome book!
  
",Reviewed in India on 29 October 2015,"









  
  
    
  This book is awesome! I love Chetan Bhagat and all his books.  Good service!

  
"
8129137429,Vanshika,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 1 October 2015,"









  
  
    
  I think it's a good way to make India's youth learn  the issues and how to get solution

  
"
8129137429,Sonu,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 9 October 2015,"









  
  
    
  Ok

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 13 October 2015,"









  
  
    
  This wonderful book useful to present generation.

  
"
8129137429,Rajinder,5.0 out of 5 stars,"







  
  
    Excellent service
  
",Reviewed in India on 30 September 2015,"









  
  
    
  Excellent

  
"
8129137429,Rithvik Seth,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 28 October 2015,"









  
  
    
  Okay

  
"
8129137429,Soumyajit Poddar,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 23 September 2015,"









  
  
    
  very good book

  
"
8129137429,m.g,5.0 out of 5 stars,"







  
  
    best delivery
  
",Reviewed in India on 5 October 2015,"









  
  
    
  Free home delivery its a better thing.

  
"
8129137429,Shadab07,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 6 October 2015,"









  
  
    
  Awesome

  
"
8129137429,K M SASIDHARAN,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 30 November 2015,"









  
  
    
  Very easy and interesting to read.

  
"
8129137429,Shivender,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 16 February 2016,"









  
  
    
  One work. Pakau.

  
"
8129137429,puneet kumar,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 22 September 2015,"









  
  
    
  Its foe special category people who really wish to change india...!!

  
"
8129137429,Nikunj Parmar,5.0 out of 5 stars,"







  
  
    Good book to read.
  
",Reviewed in India on 23 September 2015,"









  
  
    
  Good delivery.Good book to read.

  
"
8129137429,Maheswaran.M,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 7 November 2015,"









  
  
    
  to know about india must read this book

  
"
8129137429,saptarshi saha,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 16 October 2015,"









  
  
    
  goot book.

  
"
8129137429,saravanan,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 12 February 2016,"









  
  
    
  gud work

  
"
8129137429,Vivek,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 28 June 2016,"









  
  
    
  Book is nice, no doubt and also the quality of the pages are fine.

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 29 May 2016,"









  
  
    
  Great book for the youth

  
"
8129137429,Sachin Bharadwaj,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 8 November 2015,"









  
  
    
  Nice

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 11 November 2015,"









  
  
    
  not as good as his early works

  
"
8129137429,Ashish Jawadekar,1.0 out of 5 stars,"







  
  
    Don't Buy Not Worth the Price, Amazon Packing Good Binding and Content Not So good.
  
",Reviewed in India on 20 September 2015,"









  
  
    
  Poor Book Binding, Pathetic Content Poor Show Chetan

  
"
8129137429,Rajendra Kumar,2.0 out of 5 stars,"







  
  
    Good
  
",Reviewed in India on 17 November 2015,"









  
  
    
  Nice pcs

  
"
8129137429,PARTH PATEL,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 9 December 2015,"









  
  
    
  Got this awsome book at just 35 bucks . Thanks to amazon

  
"
8129137429,Manas Mishra,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 31 January 2016,"









  
  
    
  Nice book on how we can make our Nation a beautiful one...

  
"
8129137429,Divyaraj M,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 23 September 2015,"









  
  
    
  Some insights are good but it is hardly that awesome ..

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 22 October 2015,"









  
  
    
  Very bad book paper QualityAnd its all about politics

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Awesome book
  
",Reviewed in India on 27 October 2015,"









  
  
    
  It is realy a nice product. Fun reading it contains a inspirational story.

  
"
8129137429,chandan gowda,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 17 September 2015,"









  
  
    
  Gud

  
"
8129137429,Nitesh Gupta,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 7 January 2016,"









  
  
    
  about indian recent direction

  
"
8129137429,Amazon Customer,3.0 out of 5 stars,"







  
  
    Ok ok hell ya!
  
",Reviewed in India on 6 December 2015,"









  
  
    
  Was delivered in twisted manner but readable.

  
"
8129137429,Varun K,1.0 out of 5 stars,"







  
  
    5 waste of money
  
",Reviewed in India on 15 October 2015,"









  
  
    
  Its a old book £.5 waste of money

  
"
8129137429,ayan mukherjee,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 9 November 2015,"









  
  
    
  well written

  
"
8129137429,ghatkar vaibhav somnath,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 19 October 2015,"









  
  
    
  Awesome... I am really happy with this deal..thank you amazon...

  
"
8129137429,gourav,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 23 October 2015,"









  
  
    
  Packaging quality is not so good

  
"
8129137429,Rahul Raj,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 15 November 2015,"









  
  
    
  its a seriously serious book to read..

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Nice books....
  
",Reviewed in India on 26 January 2017,"









  
  
    
  Nice storys........

  
"
8129137429,Namit,1.0 out of 5 stars,"







  
  
    Worst book
  
",Reviewed in India on 9 August 2016,"









  
  
    
  I didn't like the book at all..

  
"
8129137429,Pradeep kumar,3.0 out of 5 stars,"







  
  
    fantastic open our mind on many
  
",Reviewed in India on 4 November 2015,"









  
  
    
  Above average, fantastic open our mind on many issues

  
"
8129137429,DHIRAJ DILIPRAO KULKARNI,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 27 October 2015,"









  
  
    
  NICE BOOK JUST COMPLETED.I like t view of t writer

  
"
8129137429,ARUN KUMAR ADHIKARI,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 15 July 2016,"









  
  
    
  Good one

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 27 October 2015,"









  
  
    
  Similar to I Too Have A Love Story. this also superb

  
"
8129137429,vinayak savant,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 29 March 2016,"









  
  
    
  Not satisfied

  
"
8129137429,Mohammed Saneen,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 29 September 2015,"









  
  
    
  He should just stick to fiction.

  
"
8129137429,SREEDHAR,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 25 September 2015,"









  
  
    
  Delivered earlier than expected time and the price is awesome!!

  
"
8129137429,Bhoomit,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 21 December 2015,"









  
  
    
  good book

  
"
8129137429,Harakali M.,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 14 June 2016,"









  
  
    
  GOOD

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 25 March 2017,"









  
  
    
  I love it

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Good shoes I liked very much
  
",Reviewed in India on 28 October 2015,"









  
  
    
  Good shoesI liked very much .Thks to amazon

  
"
8129137429,sakha,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 2 December 2015,"









  
  
    
  nice book

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Goid
  
",Reviewed in India on 23 November 2015,"









  
  
    
  Nice book. Delivered on same dayvas promised by Amazon.

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 31 October 2015,"









  
  
    
  Toooo good. Everyone should read it to make india a better place.

  
"
8129137429,Sidhantha,3.0 out of 5 stars,"







  
  
    Three Stars
  
",Reviewed in India on 18 September 2015,"









  
  
    
  not what i expect

  
"
8129137429,Mayank Soni,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 18 December 2015,"









  
  
    
  vry nice book

  
"
8129137429,guest,1.0 out of 5 stars,"







  
  
    very bad.
  
",Reviewed in India on 16 November 2015,"









  
  
    
  very bad.

  
"
8129137429,CHANDAN BHOWMICK,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 2 October 2015,"









  
  
    
  Excellent

  
"
8129137429,Rahul Dev,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 4 November 2015,"









  
  
    
  Awesome Book I like it and Read Also this Book.

  
"
